Tick;Step;DateTime;actionPoints;color;currStance;energy;hasMoved;magazineCount;movementDelay;points;stage;tagged;taggedCounter;visibilityRange;visualRange;wasTagged;wasTaggedCounter;xSpawn;ySpawn;0_Position;1_Position;ID
60;60;2019-01-01T11:01:00.0000000+01:00;10;green;lying;90;False;5;2;0;2;False;0;8.0;8.0;True;1;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
60;60;2019-01-01T11:01:00.0000000+01:00;10;red;standing;100;False;0;0;10;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
61;61;2019-01-01T11:01:01.0000000+01:00;10;green;lying;80;False;5;1;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
61;61;2019-01-01T11:01:01.0000000+01:00;10;red;standing;100;False;4;0;20;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
62;62;2019-01-01T11:01:02.0000000+01:00;10;green;lying;70;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
62;62;2019-01-01T11:01:02.0000000+01:00;10;red;standing;100;False;3;0;30;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
63;63;2019-01-01T11:01:03.0000000+01:00;10;green;lying;60;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
63;63;2019-01-01T11:01:03.0000000+01:00;10;red;standing;100;False;2;0;40;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
64;64;2019-01-01T11:01:04.0000000+01:00;10;green;lying;50;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
64;64;2019-01-01T11:01:04.0000000+01:00;10;red;standing;100;False;1;0;50;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
65;65;2019-01-01T11:01:05.0000000+01:00;10;green;lying;50;False;5;0;0;2;False;0;8.0;8.0;True;1;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
65;65;2019-01-01T11:01:05.0000000+01:00;10;red;standing;100;False;0;0;50;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
66;66;2019-01-01T11:01:06.0000000+01:00;10;green;lying;50;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
66;66;2019-01-01T11:01:06.0000000+01:00;10;red;standing;100;False;4;0;50;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
67;67;2019-01-01T11:01:07.0000000+01:00;10;green;lying;50;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
67;67;2019-01-01T11:01:07.0000000+01:00;10;red;standing;100;False;3;0;50;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
68;68;2019-01-01T11:01:08.0000000+01:00;10;green;lying;40;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
68;68;2019-01-01T11:01:08.0000000+01:00;10;red;standing;100;False;2;0;60;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
69;69;2019-01-01T11:01:09.0000000+01:00;10;green;lying;40;False;5;0;0;2;False;0;8.0;8.0;True;1;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
69;69;2019-01-01T11:01:09.0000000+01:00;10;red;standing;100;False;1;0;60;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
70;70;2019-01-01T11:01:10.0000000+01:00;10;green;lying;30;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
70;70;2019-01-01T11:01:10.0000000+01:00;10;red;standing;100;False;0;0;70;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
71;71;2019-01-01T11:01:11.0000000+01:00;10;green;lying;20;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
71;71;2019-01-01T11:01:11.0000000+01:00;10;red;standing;100;False;4;0;80;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
72;72;2019-01-01T11:01:12.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;2;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
72;72;2019-01-01T11:01:12.0000000+01:00;10;red;standing;100;False;3;0;90;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
73;73;2019-01-01T11:01:13.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;1;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
73;73;2019-01-01T11:01:13.0000000+01:00;10;red;standing;100;False;2;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
74;74;2019-01-01T11:01:14.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
74;74;2019-01-01T11:01:14.0000000+01:00;10;red;standing;100;False;1;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
75;75;2019-01-01T11:01:15.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
75;75;2019-01-01T11:01:15.0000000+01:00;10;red;standing;100;False;0;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
76;76;2019-01-01T11:01:16.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
76;76;2019-01-01T11:01:16.0000000+01:00;10;red;standing;100;False;4;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
77;77;2019-01-01T11:01:17.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
77;77;2019-01-01T11:01:17.0000000+01:00;10;red;standing;100;False;3;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
78;78;2019-01-01T11:01:18.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
78;78;2019-01-01T11:01:18.0000000+01:00;10;red;standing;100;False;2;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
79;79;2019-01-01T11:01:19.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
79;79;2019-01-01T11:01:19.0000000+01:00;10;red;standing;100;False;1;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
80;80;2019-01-01T11:01:20.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
80;80;2019-01-01T11:01:20.0000000+01:00;10;red;standing;100;False;0;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
81;81;2019-01-01T11:01:21.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
81;81;2019-01-01T11:01:21.0000000+01:00;10;red;standing;100;False;4;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
82;82;2019-01-01T11:01:22.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
82;82;2019-01-01T11:01:22.0000000+01:00;10;red;standing;100;False;3;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
83;83;2019-01-01T11:01:23.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
83;83;2019-01-01T11:01:23.0000000+01:00;10;red;standing;100;False;2;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
84;84;2019-01-01T11:01:24.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
84;84;2019-01-01T11:01:24.0000000+01:00;10;red;standing;100;False;1;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
85;85;2019-01-01T11:01:25.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
85;85;2019-01-01T11:01:25.0000000+01:00;10;red;standing;100;False;0;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
86;86;2019-01-01T11:01:26.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
86;86;2019-01-01T11:01:26.0000000+01:00;10;red;standing;100;False;4;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
87;87;2019-01-01T11:01:27.0000000+01:00;10;green;lying;10;False;5;0;0;2;False;0;8.0;8.0;True;0;1.0;1.0;23,0;21,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
87;87;2019-01-01T11:01:27.0000000+01:00;10;red;standing;100;False;3;0;90;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
88;88;2019-01-01T11:01:28.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;1,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
88;88;2019-01-01T11:01:28.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;1;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
89;89;2019-01-01T11:01:29.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;2,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
89;89;2019-01-01T11:01:29.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
90;90;2019-01-01T11:01:30.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;3,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
90;90;2019-01-01T11:01:30.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
91;91;2019-01-01T11:01:31.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;4,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
91;91;2019-01-01T11:01:31.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
92;92;2019-01-01T11:01:32.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;5,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
92;92;2019-01-01T11:01:32.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
93;93;2019-01-01T11:01:33.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;6,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
93;93;2019-01-01T11:01:33.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
94;94;2019-01-01T11:01:34.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;7,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
94;94;2019-01-01T11:01:34.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
95;95;2019-01-01T11:01:35.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;8,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
95;95;2019-01-01T11:01:35.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
96;96;2019-01-01T11:01:36.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;9,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
96;96;2019-01-01T11:01:36.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
97;97;2019-01-01T11:01:37.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;10,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
97;97;2019-01-01T11:01:37.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
98;98;2019-01-01T11:01:38.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;11,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
98;98;2019-01-01T11:01:38.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
99;99;2019-01-01T11:01:39.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;12,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
99;99;2019-01-01T11:01:39.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
100;100;2019-01-01T11:01:40.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;13,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
100;100;2019-01-01T11:01:40.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
101;101;2019-01-01T11:01:41.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;14,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
101;101;2019-01-01T11:01:41.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
102;102;2019-01-01T11:01:42.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;15,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
102;102;2019-01-01T11:01:42.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
103;103;2019-01-01T11:01:43.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;1,0;16,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
103;103;2019-01-01T11:01:43.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
104;104;2019-01-01T11:01:44.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;2,0;17,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
104;104;2019-01-01T11:01:44.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
105;105;2019-01-01T11:01:45.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;3,0;18,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
105;105;2019-01-01T11:01:45.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
106;106;2019-01-01T11:01:46.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;4,0;19,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
106;106;2019-01-01T11:01:46.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
107;107;2019-01-01T11:01:47.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;5,0;20,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
107;107;2019-01-01T11:01:47.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
108;108;2019-01-01T11:01:48.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;6,0;20,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
108;108;2019-01-01T11:01:48.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
109;109;2019-01-01T11:01:49.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;7,0;20,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
109;109;2019-01-01T11:01:49.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
110;110;2019-01-01T11:01:50.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;8,0;20,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
110;110;2019-01-01T11:01:50.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
111;111;2019-01-01T11:01:51.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;9,0;20,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
111;111;2019-01-01T11:01:51.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
112;112;2019-01-01T11:01:52.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;10,0;19,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
112;112;2019-01-01T11:01:52.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
113;113;2019-01-01T11:01:53.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;10,0;18,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
113;113;2019-01-01T11:01:53.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
114;114;2019-01-01T11:01:54.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;10,0;17,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
114;114;2019-01-01T11:01:54.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
115;115;2019-01-01T11:01:55.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;10,0;16,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
115;115;2019-01-01T11:01:55.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
116;116;2019-01-01T11:01:56.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;10,0;15,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
116;116;2019-01-01T11:01:56.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
117;117;2019-01-01T11:01:57.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;9,0;14,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
117;117;2019-01-01T11:01:57.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
118;118;2019-01-01T11:01:58.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;8,0;13,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
118;118;2019-01-01T11:01:58.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
119;119;2019-01-01T11:01:59.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;7,0;12,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
119;119;2019-01-01T11:01:59.0000000+01:00;10;red;standing;100;False;2;0;100;2;True;0;7.0;7.0;False;0;1.0;50.0;23,0;25,0;adb1fb0d-b0d2-481b-a5be-aab4343e974c
120;120;2019-01-01T11:02:00.0000000+01:00;10;green;standing;100;False;5;0;0;0;False;0;10.0;13.0;False;0;1.0;1.0;7,0;11,0;a3a654c1-2f8b-402c-8125-b2e7b201bfa2
